Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
CellSavers,https://www.crunchbase.com/organization/cellsavers,"Platforms, Hardware, Consumer Electronics, Software, Mobile","San Francisco, California, United States","CellSavers provides in-home repair and installation for consumer devices such as smartphones, though a network of skilled technicians","2,344",01/01/2015,Operating,15,"Consumer Electronics, iOS, Android",2,11-50,08/18/2016,"$15,000,000","$18,000,000",4,Series A,http://cellsavers.com,2
Node,https://www.crunchbase.com/organization/node,"Data and Analytics, Software","San Francisco, California, United States",Node is reorganizing the information on the web based on the people who use it.,"2,347",01/01/2014,Operating,1,"Big Data, Enterprise, Machine Learning",1,1-10,06/13/2016,"$7,500,000","$7,500,000",10,Series A,https://www.node.io/,2
"Skinny Labs, Inc.",https://www.crunchbase.com/organization/skinny-labs-inc,"Apps, Software, Transportation, Mobile","California, United States, North America","Skinny Labs, also known as Spin, offers kiosk-free bike sharing service in the US.","2,348",11/01/2016,Operating,1,"Mobile Apps, Transportation, Apps",2,,05/24/2017,"$8,000,000","$8,000,000",5,Series A,https://spin.pm/,1
stride health,https://www.crunchbase.com/organization/stride-health,"Health Care, Financial Services","San Francisco, California, United States",Stride Health is a healthcare insurance-based platform that helps its users minimize their taxes and follow effective health plans.,"2,355",01/01/2013,Operating,26,"Health Insurance, Health Care, Wellness",2,1-10,05/20/2015,"$13,000,000","$15,400,000",6,Series A,http://www.stridehealth.com,3
SnapRoute Inc.,https://www.crunchbase.com/organization/snaproute,"Hardware, Information Technology, Software","Palo Alto, California, United States",SnapRoute is an open networking stack company.,"2,356",,Operating,,"Telecommunications, Developer APIs, Software, Data Center, Open Source, Enterprise",3,,02/07/2017,"$25,000,000","$25,000,000",4,Series A,http://www.snaproute.com/,1
FLYR,https://www.crunchbase.com/organization/flyr,"Travel and Tourism, Data and Analytics, Software","San Francisco, California, United States",FLYR forecasts future fare volatility through complex data analysis.,"2,365",01/01/2013,Operating,15,"Predictive Analytics, Big Data, Travel",3,11-50,01/18/2017,"$8,000,000","$15,342,686",26,Series A,http://flyrlabs.com,5
Zeel,https://www.crunchbase.com/organization/zeel,"Health Care, Payments, Internet Services, Financial Services, Mobile","New York, New York, United States",Zeel delivers on-demand massage from vetted therapists.,"2,372",11/01/2010,Operating,58,"Payments, Internet, Health Care, Mobile",1,1-10,03/24/2016,"$10,000,000","$13,200,000",31,Series A,http://www.zeel.com,4
ActionIQ,https://www.crunchbase.com/organization/actioniq,"Data and Analytics, Software, Sales and Marketing","New York, New York, United States","ActionIQ is an enterprise Customer Data Platform solving the biggest problem marketers face: the flow and scale of data, analytics, and camp","2,386",07/01/2014,Operating,4,"Business Intelligence, Marketing Automation, Big Data, Analytics, Enterprise Software",2,11-50,04/03/2017,"$13,000,000","$13,000,000",7,Series A,http://actioniq.com,2
enSilo,https://www.crunchbase.com/organization/ensilo,"Information Technology, Privacy and Security","San Francisco, California, United States",Comprehensive Endpoint Security Platform,"2,400",08/01/2014,Operating,43,"Cyber Security, Real Time",4,51-100,02/25/2016,"$9,000,000","$21,000,000",6,Series A,https://www.ensilo.com/,3
Augury,https://www.crunchbase.com/organization/augury-systems,"Data and Analytics, Software, Health Care, Internet Services","New York, New York, United States",Augury brings internet-age technologies into the maintenance world and combines them with the gold-standard practices of Predictive.,"2,404",08/01/2011,Operating,8,"Health Diagnostics, Enterprise Software, Internet of Things, Big Data, Machine Learning",2,11-50,08/26/2015,"$7,000,000","$9,000,000",9,Series A,http://www.augury.com/,2
Imagen Technologies,https://www.crunchbase.com/organization/imagentechnologies,Health Care,"New York, New York, United States",Imagine a world where all patients are diagnosed instantly by leading experts.,"2,406",01/01/2015,Operating,,"Health Diagnostics, Health Care, Hospital",5,11-50,03/15/2017,"$15,000,000","$20,600,000",15,Series A,https://www.imagentechnologies.com/,2
Pearl,https://www.crunchbase.com/organization/pearl-7,"Hardware, Consumer Electronics, Transportation","Scotts Valley, California, United States",Pearl is dedicated to bringing the latest advanced driver assistance features to all drivers on the road today.,"2,410",01/01/2016,Operating,2,"Consumer Electronics, Autonomous Vehicles, Customer Service, Automotive",3,101-250,06/21/2016,"$50,000,000","$50,000,000",5,Series A,https://pearlauto.com/,1
Booster Fuels,https://www.crunchbase.com/organization/booster-fuels,"Energy, Transportation","Seattle, Washington, United States",Booster Fuels wants to take the hassle out of fillups.,"2,418",01/01/2014,Operating,19,"Railroad, Transportation, Fuel",3,11-50,01/28/2016,"$9,000,000","$12,612,016",6,Series A,http://boosterfuels.com/,3
The Zebra,https://www.crunchbase.com/organization/the-zebra,"Commerce and Shopping, Transportation, Internet Services, Financial Services","Austin, Texas, United States","The Zebra is an auto insurance comparison engine, enabling users to compare and find the best car insurance.","2,421",01/09/2012,Operating,48,"Price Comparison, Insurance, Search Engine, Auto Insurance, Automotive",2,51-100,01/26/2016,"$17,000,000","$23,025,063",14,Series A,http://www.thezebra.com,5
Peerspace,https://www.crunchbase.com/organization/peerspace,"Commerce and Shopping, Real Estate","San Francisco, California, United States",Peerspace is an online marketplace for unique and undiscovered locations.,"2,426",10/01/2013,Operating,11,"Collaborative Consumption, Marketplace, Coworking, Small and Medium Businesses",2,11-50,03/06/2017,"$11,000,000","$18,800,000",12,Series A,http://www.peerspace.com/,4
HopSkipDrive,https://www.crunchbase.com/organization/hopskipdrive,"Apps, Community and Lifestyle, Software, Health Care, Transportation, Mobile","Los Angeles, California, United States",HopSkipDrive is the leading ride service for busy families. We get kids where they need to go safely and dependably..,"2,428",01/01/2014,Operating,26,"Mobile Apps, Transportation, Parenting, Child Care, Ride Sharing, Children, Family",3,11-50,01/26/2016,"$10,200,000","$14,100,000",10,Series A,http://www.hopskipdrive.com,2
Activehours,https://www.crunchbase.com/organization/activehours,"Software, Payments, Financial Services, Mobile","Palo Alto, California, United States",Activehours develops a smartphone-based application that enables hourly workers to get paid early when they need it.,"2,437",01/01/2012,Operating,10,"FinTech, Financial Services, Mobile Payments",1,11-50,01/09/2017,"$22,000,000","$26,099,999",8,Series A,https://www.activehours.com,2
Transcriptic,https://www.crunchbase.com/organization/transcriptic,"Biotechnology, Science and Engineering, Hardware, Software","Menlo Park, California, United States",Transcriptic is a SaaS-based biotechnology company providing robotic solutions for biology labs.,"2,441",02/14/2012,Operating,41,"Biotechnology, Robotics, SaaS",1,11-50,11/17/2016,"$13,400,000","$27,770,000",17,Series A,http://www.transcriptic.com,6
AltspaceVR,https://www.crunchbase.com/organization/qualia3d,"Hardware, Media and Entertainment, Information Technology, Software","Redwood City, California, United States",Social platform for virtual reality,"2,444",01/01/2013,Operating,56,"Digital Media, Virtual Reality, Virtualization",3,11-50,07/29/2015,"$10,300,000","$15,700,000",22,Series A,http://altvr.com/,3
Airtable,https://www.crunchbase.com/organization/airtable,"Apps, Data and Analytics, Software, Mobile","San Francisco, California, United States",Airtable is a productivity tool that enables its users to manage spreadsheets.,"2,462",01/01/2012,Operating,13,"Mobile Apps, Mobile, Software, Database",3,1-10,06/29/2015,"$7,600,000","$10,600,000",24,Series A,https://airtable.com/,3
Thrive Global,https://www.crunchbase.com/organization/thrive-global,"Apps, Commerce and Shopping, Media and Entertainment, Software, Sports, Health Care, Education","New York, New York, United States",Thrive Global is a corporate and consumer well-­being and productivity platform that offers science-based solutions to improve performance.,"2,466",11/01/2016,Operating,14,"Productivity Tools, Fitness, Health Care, E-Commerce, Media and Entertainment, Wellness, Corporate Training, Personal Health, Apps",1,11-50,04/03/2017,,"$7,000,000",19,Series A,https://www.thriveglobal.com/,2
Ripio,https://www.crunchbase.com/organization/bitpagos,"Software, Payments, Financial Services, Mobile","San Francisco, California, United States",Ripio is a bitcoin and digital payments company.,"2,467",01/01/2013,Operating,5,"Mobile Payments, Lending, Finance, Payments, FinTech, Bitcoin",3,11-50,04/26/2017,"$428,000","$7,449,592",20,Series A,https://www.ripio.com/en/,8
Rockets of Awesome,https://www.crunchbase.com/organization/rockets-of-awesome,"Hardware, Commerce and Shopping, Software","New York, New York, United States","Rockets of Awesome reinvents the way parents shop for kids by leveraging technology, data, brand, personalization, and merchandise.","2,468",01/01/2016,Operating,7,"Retail, E-Commerce, Children, Personalization, Retail Technology",1,11-50,01/03/2017,"$12,500,000","$19,500,000",9,Series A,https://www.rocketsofawesome.com/,2
Flow,https://www.crunchbase.com/organization/flow-8,"Commerce and Shopping, Transportation, Internet Services","Hoboken, New Jersey, United States",Flow makes international e-commerce as simple as domestic.,"2,470",10/22/2015,Operating,,"Internet, Supply Chain Management, E-Commerce",2,11-50,04/06/2017,"$16,000,000","$18,500,000",5,Series A,http://www.flow.io,2
Brightwheel,https://www.crunchbase.com/organization/brightwheel,"Media and Entertainment, Education, Content and Publishing","San Francisco, California, United States","Free, easy-to-use tool for schools + daycares for attendance, online bill pay, parent communication, recording activities, & photos","2,484",01/01/2014,Operating,5,"Primary Education, Education, Photo Sharing",1,1-10,02/16/2017,"$10,000,000","$12,800,000",12,Series A,http://www.mybrightwheel.com,3
Trusona,https://www.crunchbase.com/organization/trusona,"Information Technology, Internet Services, Privacy and Security","Scottsdale, Arizona, United States","Trusona develops a cloud identity suite that provides enterprise, Omni-channel authentication.","2,495",02/01/2015,Operating,23,"Cyber Security, Internet, Information Services, Information Technology",1,11-50,02/22/2016,"$8,000,000","$8,000,000",2,Series A,http://www.trusona.com,1
HyperScience,https://www.crunchbase.com/organization/hyperscience,"Science and Engineering, Data and Analytics, Software","New York, New York, United States",HyperScience is an artificial intelligence company that provides machine learning software to companies to perform menial tasks.,"2,499",01/01/2013,Operating,11,"Predictive Analytics, Artificial Intelligence, Big Data, Machine Learning",3,11-50,12/15/2016,"$8,000,000","$18,879,675",13,Series A,http://www.hyperscience.com,3
StockX,https://www.crunchbase.com/organization/stockx,"Commerce and Shopping, Consumer Goods, Internet Services","Detroit, Michigan, United States",StockX is a platform for buying and selling authentic sneakers.,"2,500",01/01/2012,Operating,4,"Shoes, E-Commerce, E-Commerce Platforms",2,11-50,02/15/2017,"$6,000,000","$6,000,000",7,Series A,https://stockx.com/,2
Turing Pharmaceuticals,https://www.crunchbase.com/organization/turing-pharmaceuticals,"Biotechnology, Science and Engineering, Health Care","New York, New York, United States",Turing Pharmaceuticals is a fully integrated biopharmaceutical company focusing on patients with unmet medical needs.,"2,506",01/01/2014,Operating,680,"Biopharma, Biotechnology, Medical",1,51-100,08/10/2015,"$90,000,000","$90,000,000",1,Series A,http://turingpharma.com/,1
Hinge,https://www.crunchbase.com/organization/hinge,"Platforms, Media and Entertainment, Community and Lifestyle, Software, Internet Services, Mobile","New York, New York, United States",Hinge is a social discovery network helping users meet new people through friends.,"2,510",02/01/2011,Operating,130,"Dating, Mobile, Internet, Social Media, Android",1,11-50,12/11/2014,"$12,000,000","$20,600,000",28,Series A,http://hinge.co,4
Bluesmart,https://www.crunchbase.com/organization/bluesmart,"Travel and Tourism, Hardware, Consumer Electronics, Software","New York, New York, United States",Makers of smart luggage and connected travel products.,"2,511",11/05/2013,Operating,49,"Hardware, Software, Consumer Electronics, Travel",5,51-100,01/25/2017,"$12,000,000","$24,000,000",40,Series A,http://bluesmart.com,7
VoxelCloud,https://www.crunchbase.com/organization/voxelcloud,Health Care,"Los Angeles, California, United States",VoxelCloud provides automated medical image analysis services and diagnosis assistance based on AI and cloud computing technologies,"2,513",01/01/2015,Operating,,Health Diagnostics,,11-50,05/24/2017,"$8,000,000","$13,500,000",1,Series A,http://www.voxelcloud.io,2
SigOpt,https://www.crunchbase.com/organization/sigopt,"Data and Analytics, Software","San Francisco, California, United States","SigOpt is the optimization platform that amplifies your research. SigOpt takes any research pipeline and tunes it, right in place.","2,531",11/01/2014,Operating,17,"Enterprise Software, SaaS, Machine Learning",3,1-10,08/24/2016,"$6,600,000","$8,720,000",7,Series A,https://sigopt.com/,3
Numerai,https://www.crunchbase.com/organization/numerai,"Data and Analytics, Software, Financial Services, Lending and Investments","San Francisco, California, United States",Numerai transforms and regularizes financial data into machine learning problems for global network of data scientists.,"2,546",10/01/2015,Operating,5,"Machine Learning, Hedge Funds, Financial Services",1,1-10,12/12/2016,"$6,000,000","$7,500,000",12,Series A,http://www.numer.ai,2
"HouseCanary, Inc.",https://www.crunchbase.com/organization/housecanary,"Real Estate, Data and Analytics, Software","San Francisco, California, United States",HouseCanary is a real estate data and analytics firm.,"2,555",01/01/2014,Operating,,"Real Estate, Predictive Analytics, Analytics, Big Data",2,51-100,01/12/2017,"$33,000,000","$33,000,000",5,Series A,http://www.housecanary.com,2
Qventus,https://www.crunchbase.com/organization/analyticsmd,"Data and Analytics, Health Care","Mountain View, California, United States","Qventus optimizes decisions in hospitals in real time to reduce costs, improve quality and experience","2,566",01/01/2012,Operating,9,"Health Care, Big Data, Analytics",3,11-50,11/16/2016,"$13,000,000","$15,120,000",10,Series A,http://www.qventus.com,5
Aceable,https://www.crunchbase.com/organization/aceable,"Commerce and Shopping, Education, Mobile","Austin, Texas, United States",Aceable is an education startup that wants to revolutionize all those mind-numbingly boring online courses.,"2,567",10/01/2012,Operating,45,"E-Commerce, Education, Mobile",1,11-50,09/23/2016,"$4,000,000","$8,700,000",9,Series A,http://www.aceable.com,3
Knock,https://www.crunchbase.com/organization/knockaway,"Commerce and Shopping, Real Estate","New York, New York, United States",Knock is an online home selling platform that guarantees to sell your home for market price in six weeks or less,"2,569",01/01/2015,Operating,,"Real Estate, Marketplace, Property Management",3,11-50,01/31/2017,"$32,500,000","$34,500,000",9,Series A,https://www.knock.co/,3
Knotel,https://www.crunchbase.com/organization/knotel,"Media and Entertainment, Real Estate, Events","New York, New York, United States",Doers live here. Knotel is the next level in company-sized workspaces. 8 locations around New York.,"2,570",12/01/2015,Operating,,"Real Estate, Coworking, Events",2,,02/21/2017,"$25,000,000","$25,000,000",6,Series A,http://www.knotel.com,1
"Savonix, Inc.",https://www.crunchbase.com/organization/savonix,Information Technology,"San Francisco, California, United States","Savonix brings you the world’s first clinical, evidence-based, all-mobile digital assessment of cognitive and emotional function.","2,573",01/01/2014,Operating,1,Information Technology,1,11-50,06/06/2017,"$5,100,000","$6,600,000",7,Series A,http://savonix.com/,2
Resy,https://www.crunchbase.com/organization/resy-network,"Apps, Media and Entertainment, Food and Beverage, Events, Software","New York, New York, United States",Resy is a mobile app for people who love eating at great restaurants but hate hassling for reservations.,"2,577",01/01/2014,Operating,5,"Apps, Restaurants, Reservations",3,11-50,01/09/2017,"$13,000,000","$15,000,000",9,Series A,http://resy.com/,2
Takt,https://www.crunchbase.com/organization/takt,"Hardware, Data and Analytics, Software","San Francisco, California, United States",Takt distills customer data into uniquely tailored experiences; we orchestrate physical and digital exchanges into one seamless journey.,"2,588",01/01/2015,Operating,1,"Communications Infrastructure, Business Intelligence, Machine Learning, Personalization",,51-100,07/25/2016,"$30,000,000","$30,000,000",2,Series A,http://takt.com,1
Sentry,https://www.crunchbase.com/organization/sentry,"Apps, Data and Analytics, Software","San Francisco, California, United States","Sentry is a real-time crash reporting tool for web, mobile, and games.","2,589",02/01/2012,Operating,2,"Real Time, Analytics, Apps, Developer Tools, Web Apps",3,11-50,06/23/2016,"$9,000,000","$10,500,000",5,Series A,https://www.sentry.io,2
Plume Design Inc.,https://www.crunchbase.com/organization/plume-design-inc,"Hardware, Internet Services, Mobile","Palo Alto, California, United States",Plume Design develops a WiFi network extender for home.,"2,592",01/01/2014,Operating,1,"Internet, Wireless, Network Hardware",4,,04/11/2017,"$37,500,000","$42,157,341",8,Series A,https://plumewifi.com/,2
Particle,https://www.crunchbase.com/organization/particle-3,"Hardware, Information Technology, Consumer Electronics, Software, Internet Services","San Francisco, California, United States","Particle makes it easy to prototype, scale, and manage IoT products.","2,600",11/01/2011,Operating,20,"Hardware, Software, Consumer Electronics, Internet of Things, Information Services",2,11-50,11/17/2016,"$10,400,000","$15,770,000",15,Series A,https://www.particle.io/,7
Solovis,https://www.crunchbase.com/organization/solovis,"Software, Financial Services","Irving, Texas, United States",Solovis is a revolutionary software platform designed for investment managers who focus on multi-asset and multi-manager portfolios.,"2,606",01/01/2013,Operating,4,"Consulting, Financial Services, Enterprise Software",2,11-50,05/09/2017,"$8,000,000","$11,500,000",9,Series A,http://solovis.com,4
Prynt,https://www.crunchbase.com/organization/prynt,"Hardware, Media and Entertainment, Consumer Electronics, Content and Publishing, Mobile","San Francisco, California, United States",The next generation of instant camera for iPhone and Android.,"2,611",06/14/2014,Operating,22,"Mobile, Photography, Consumer Electronics",2,1-10,11/15/2016,"$7,000,000","$9,200,000",14,Series A,http://www.pryntcases.com,3
Frame.io,https://www.crunchbase.com/organization/frame-io,"Platforms, Media and Entertainment, Software, Video, Mobile","New York, New York, United States","Frame.io is an online platform that enables its users to privately upload, review, and share video with their teams.","2,615",02/07/2014,Operating,4,"Video, Media and Entertainment, iOS",2,11-50,09/14/2016,"$10,000,000","$12,200,000",15,Series A,http://Frame.io,2
Qapital,https://www.crunchbase.com/organization/qapital,"Apps, Software, Professional Services, Financial Services","New York, New York, United States",Qapital is the everyday banking app that helps you save for the things you want.,"2,616",01/01/2012,Operating,36,"Accounting, Personal Finance, FinTech, Apps",5,11-50,02/01/2017,"$12,000,000","$17,300,000",12,Series A,http://www.qapital.com/,4
Motiv,https://www.crunchbase.com/organization/motiv,"Hardware, Consumer Electronics, Software","San Francisco, California, United States",Motiv is a personal technology brand focused on making devices that fit seamlessly into our lives.,"2,621",01/01/2013,Operating,4,"Hardware, Software, Electronics, Wearables",4,11-50,03/01/2016,"$5,499,997","$21,879,994",6,Series A,http://mymotiv.com,6
Nestio,https://www.crunchbase.com/organization/nestio,"Information Technology, Real Estate, Sales and Marketing, Internet Services","New York, New York, United States",Nestio offers the most complete marketing and leasing management solution for residential landlords and brokers.,"2,626",02/01/2011,Operating,41,"Cloud Data Services, Marketing, Real Estate, Property Management",3,11-50,12/01/2015,"$8,000,000","$11,923,000",22,Series A,http://www.nestio.com,6
Vettery,https://www.crunchbase.com/organization/vettery,"Software, Professional Services, Internet Services","New York, New York, United States",Vettery is the trusted hiring marketplace that connects top talent with growing companies.,"2,634",01/01/2013,Operating,15,"Internet, Recruiting, Software",2,11-50,08/16/2016,"$9,000,000","$11,925,000",9,Series A,http://www.vettery.com,3
FourKites,https://www.crunchbase.com/organization/fourkites,"Software, Transportation","Chicago, Illinois, United States",FourKites is re-shaping the logistics industry for real-time transparency and efficiency via comprehensive real-time tracking.,"2,635",01/01/2013,Operating,41,"Supply Chain Management, Enterprise Software, Logistics",1,11-50,10/12/2016,"$13,000,000","$16,500,000",8,Series A,http://www.fourkites.com/,3
Petuum,https://www.crunchbase.com/organization/petuum,"Hardware, Consumer Electronics, Software","Pittsburgh, Pennsylvania, United States","Petuum, Inc. is building a platform that serves the full spectrum of Artificial Intelligence","2,642",01/01/2016,Operating,2,"Software, Computer",1,11-50,11/16/2016,"$15,000,000","$15,000,000",4,Series A,http://www.petuum.com/,1
Celmatix,https://www.crunchbase.com/organization/celmatix,"Biotechnology, Science and Engineering, Health Care","New York, New York, United States",Celmatix is a personalized medicine company focused on women’s health and fertility.,"2,647",01/01/2010,Operating,30,"Fertility, Biotechnology, Women's, Health Care, Genetics",2,51-100,01/31/2017,"$12,000,000","$45,260,000",3,Series A,http://www.celmatix.com,10
Singular,https://www.crunchbase.com/organization/singular-net,"Software, Sales and Marketing, Advertising","San Francisco, California, United States","Singular’s unified marketing analytics platform delivers attribution, cost aggregation, creative reporting & workflow automation.","2,650",01/01/2014,Operating,8,"Marketing Automation, Advertising, SaaS",3,51-100,11/10/2016,"$15,000,000","$20,000,000",5,Series A,https://www.singular.net,2
MindTouch,https://www.crunchbase.com/organization/mindtouch,"Information Technology, Software, Sales and Marketing, Internet Services","San Diego, California, United States","MindTouch is cloud software that provides self-service customer experiences that create experts and improves marketing, sales and support.","2,658",12/01/2004,Operating,135,"SEO, Software, Information Technology, Customer Service",2,101-250,01/14/2016,"$12,000,000","$12,000,000",3,Series A,http://www.mindtouch.com,1
Nima,https://www.crunchbase.com/organization/6sensor-labs,"Food and Beverage, Health Care","San Francisco, California, United States",Nima is developing breakthrough consumer products enabling you to know what's in your food.,"2,661",10/01/2013,Operating,46,"Personal Health, Health Care, Wellness, Food and Beverage",2,11-50,05/19/2016,"$9,200,000","$13,200,000",12,Series A,http://www.nimasensor.com,2
Virtru,https://www.crunchbase.com/organization/virtru,"Information Technology, Software, Privacy and Security","Washington, District of Columbia, United States",We believe everyone has a right to keep their digital content private and secure.,"2,667",11/01/2011,Operating,26,"Security, Information Technology, Software",2,11-50,08/22/2016,"$29,000,000","$39,255,000",10,Series A,https://www.virtru.com,4
BrandYourself,https://www.crunchbase.com/organization/brandyourself,"Information Technology, Sales and Marketing, Professional Services, Internet Services","New York, New York, United States",BrandYourself is a leading online reputation management company that provides DIY tools & custom services to help people look better online,"2,682",01/01/2009,Operating,44,"Search Engine, Reputation, Brand Marketing, Employment",3,101-250,08/04/2016,"$2,000,000","$7,015,000",10,Series A,http://www.brandyourself.com,6
Cordial,https://www.crunchbase.com/organization/cordial,"Data and Analytics, Software, Sales and Marketing, Internet Services, Mobile","San Diego, California, United States",Cordial is an Adaptive Messaging Platform Powered by Machine Learning,"2,695",10/01/2014,Operating,8,"Internet of Things, Email Marketing, Analytics, Personalization, Mobile, SaaS, Marketing Automation",4,11-50,02/27/2017,"$6,000,000","$8,050,000",4,Series A,http://www.cordial.com/,3
Bread,https://www.crunchbase.com/organization/bread,"Financial Services, Lending and Investments","New York, New York, United States",Bread is a financial company and service allowing people to pay for their purchases over time.,"2,710",01/01/2014,Operating,,"Consumer Lending, Financial Services, Finance",2,11-50,11/10/2015,"$14,300,000","$14,300,000",13,Series A,http://www.getbread.com,1
"NodeSource, Inc.",https://www.crunchbase.com/organization/nodesource,"Hardware, Software, Internet Services","San Francisco, California, United States",Corporate software development toolkit,"2,712",01/01/2014,Operating,38,"Cloud Infrastructure, Software, Enterprise Software",2,11-50,04/26/2016,"$12,571,708","$15,571,708",5,Series A,https://nodesource.com/,2
Vacasa,https://www.crunchbase.com/organization/vacasa,"Travel and Tourism, Real Estate","Portland, Oregon, United States",Vacasa provides vacation property management and marketing services for over 1000 properties in several states.,"2,714",01/01/2009,Operating,32,"Travel, Vacation Rental, Tourism",2,251-500,11/14/2016,"$5,000,000","$40,000,000",2,Series A,https://www.vacasa.com,2
Savari,https://www.crunchbase.com/organization/savari-networks,"Hardware, Software, Transportation","Santa Clara, California, United States",Savari is a mobility and transport solutions provider that develops and sells vehicle communication software and hardware worldwide.,"2,726",01/01/2008,Operating,15,"Software, Hardware, Communications Infrastructure, Automotive",1,51-100,01/28/2016,"$8,000,000","$8,000,000",2,Series A,http://savarinetworks.com,1
CoverWallet,https://www.crunchbase.com/organization/coverwallet,Financial Services,"New York, New York, United States","Insurance management for your business, all online.","2,728",09/01/2015,Operating,3,"FinTech, Insurance",2,,11/17/2016,"$7,800,000","$9,800,000",6,Series A,http://coverwallet.com/,2
Clara Lending,https://www.crunchbase.com/organization/clara-lending,"Real Estate, Financial Services","San Francisco, California, United States","Building the fastest, simplest way for consumers to finance their home.","2,741",01/01/2014,Operating,1,"Personal Finance, Real Estate, FinTech, Financial Services",2,51-100,08/17/2016,"$19,300,000","$24,300,000",12,Series A,https://clara.com,3
Course Hero,https://www.crunchbase.com/organization/course-hero,"Software, Education, Internet Services","Redwood City, California, United States",Course Hero is a digital learning platform helping students and educators master their classes.,"2,746",10/01/2006,Operating,35,"E-Learning, Crowdsourcing, Internet, Education",2,101-250,11/11/2014,"$15,000,000","$17,393,000",19,Series A,http://www.coursehero.com,6
Gong.io,https://www.crunchbase.com/organization/gong-io,"Science and Engineering, Information Technology, Data and Analytics, Software, Sales and Marketing","Palo Alto, California, United States","Pioneer in conversation intelligence software for sales teams. Uses AI to record, transcribe, & analyze sales conversations.","2,747",01/01/2015,Operating,2,"Sales, Software, Artificial Intelligence, CRM",2,11-50,06/21/2016,"$6,000,000","$6,000,000",2,Series A,https://www.gong.io/,1
Sketchfab,https://www.crunchbase.com/organization/sketchfab,"Hardware, Software, Financial Services","New York, New York, United States","Sketchfab is the world’s largest platform to publish, share and discover 3D content online and in VR.","2,756",05/15/2012,Operating,103,"3D Technology, Software, FinTech, Real Time",3,11-50,06/16/2015,"$7,000,000","$9,500,000",21,Series A,http://sketchfab.com,4
Tachyus,https://www.crunchbase.com/organization/tachyus,"Natural Resources, Energy, Information Technology, Data and Analytics, Software, Design","San Mateo, California, United States","Tachyus allows operators to optimize energy production in the oil and gas industry. Deployed across 10,000+ wells, achieving 20%+ increases.","2,760",01/01/2013,Operating,10,"Predictive Analytics, Analytics, Data Visualization, Oil and Gas, Big Data, Enterprise Software, SaaS",3,11-50,03/01/2016,"$4,000,000","$24,328,000",15,Series A,http://www.tachyus.com,4
Apptentive,https://www.crunchbase.com/organization/apptentive,"Platforms, Hardware, Data and Analytics, Software, Mobile","Seattle, Washington, United States","Apptentive’s mobile customer engagement software helps companies listen to, engage with, and retain their customers.","2,767",03/10/2011,Operating,124,"Developer Tools, Communications Infrastructure, iOS, SaaS, Android, Analytics, Mobile",4,11-50,02/13/2017,"$1,700,000","$11,915,000",20,Series A,http://www.apptentive.com,6
Split Software,https://www.crunchbase.com/organization/split-software,"Apps, Software","Redwood City, California, United States",Focused on building a great product and a great team.,"2,769",10/15/2015,Operating,3,"Apps, Software, Developer Tools, SaaS",3,11-50,01/18/2017,"$8,000,000","$9,800,000",8,Series A,http://www.split.io,2
Favor,https://www.crunchbase.com/organization/favor,"Platforms, Apps, Navigation and Mapping, Food and Beverage, Data and Analytics, Software, Administrative Services, Transportation, Internet Services, Mobile","Austin, Texas, United States",Favor is the easiest way to get anything you want in your city delivered to your door in under an hour.,"2,770",07/04/2012,Operating,46,"iOS, Mobile, Location Based Services, Android, Restaurants, Logistics, Apps, Delivery",3,101-250,03/13/2015,"$13,000,000","$16,860,000",9,Series A,http://www.favordelivery.com,4
NewStore,https://www.crunchbase.com/organization/newstore,"Hardware, Commerce and Shopping, Software, Mobile","Boston, Massachusetts, United States",NewStore is a Mobile Retail Platform that empowers brands to deliver an extraordinary end-to-end shopping experience.,"2,772",01/01/2015,Operating,26,"Retail Technology, Retail, Shopping, Mobile, E-Commerce",5,11-50,01/01/2016,"$1,700,000","$40,400,000",3,Series A,http://www.newstore.com,3
Spruce Health,https://www.crunchbase.com/organization/spruce-health,"Information Technology, Sports, Health Care","San Francisco, California, United States","At Spruce, we’re passionate about building a better way to see the doctor.","2,808",01/01/2013,Operating,6,"Fitness, Health Care, Information Technology",1,11-50,03/21/2015,"$15,000,000","$17,000,000",4,Series A,https://www.sprucehealth.com/,2
Fenway Summer Ventures,https://www.crunchbase.com/organization/fenway-summer-ventures,Financial Services,"Bethesda, Maryland, United States",Venture firm backing companies tackling challenges at the intersection of finance & technology.,"2,814",01/01/2014,Operating,12,"FinTech, Financial Services",1,,04/17/2014,"$2,900,000","$2,900,000",6,Series A,http://www.fenwaysummer.com,2
Sonder,https://www.crunchbase.com/organization/flatbook-corp-,Travel and Tourism,"San Francisco, California, United States",Sonder is a service that connects users with places to stay during vacations outside of the typical hotels.,"2,816",01/01/2012,Operating,3,"Travel, Tourism, Hospitality",3,101-250,09/21/2016,"$10,000,000","$10,000,000",8,Series A,https://www.sondercollection.com/,3
Nutriati,https://www.crunchbase.com/organization/nutriati,"Food and Beverage, Health Care","Richmond, Virginia, United States","Nutriati is a food technology company focused on the research, development and commercialization of innovative plant-based food ingredients.","2,817",01/01/2013,Operating,1,"Food and Beverage, Social Innovation, Nutrition",2,1-10,04/21/2017,"$8,000,000","$8,000,000",4,Series A,http://nutriati.com/,1
